Rank,Name,Company,Volume,Sides,City,State
9467,Judy Oriel,Coldwell Banker Realty,$17.24M,11,Chestnut Hill,MA
9468,Sophia Weeks,RE/MAX Synergy,$17.24M,35,Bedford,NH
9469,Phillip Allen,Corcoran McEnearney,$17.24M,20,Washington,DC
9470,Connie Tsai,Redfin,$17.24M,14,San Jose,CA
9471,Andrew Gates,Houlihan Lawrence,$17.24M,16,Millbrook,NY
9472,Bobby Bigone,Keyes Platinum Group,$17.24M,41,Port Saint Lucie,FL
9473,Chris Scherpf,LIV Sotheby's International Realty,$17.24M,8.8,Beaver Creek,CO
9474,Kyle Golden,CENTURY 21 Thomson & Co,$17.24M,33.5,Red Bank,NJ
9475,Andrea Bell,Kentwood Real Estate,$17.23M,24,Denver,CO
9476,Gina Butz,Redfin,$17.23M,20,Pomona,CA
9477,Brenda Beiser,Redfin,$17.23M,47,Philadelphia,PA
9478,Lisa Ashley,Mahler Sotheby's International Realty,$17.23M,29,Milwaukee,WI
9479,Faye Dibachi,Compass,$17.23M,10,San Francisco,CA
9480,Tammy Agnini,CENTURY 21 Integra,$17.23M,41,Lake Mary,FL
9481,Jessica Averbuch,Zeitlin Sotheby's International Realty,$17.23M,10.3,Nashville,TN
9482,Jane Phillips,Compass,$17.23M,8,McLean,VA
9483,Adam Hayhow,Coldwell Banker Realty,$17.23M,43.4,Cincinnati,OH
9484,Alan Ivory,RE/MAX Realty One,$17.23M,72.3,Crystal River,FL
9485,Cameron Stratton,John L. Scott Kent North,$17.23M,26,Kent,WA
9486,Sandra Goldstein,Julia B. Fee Sotheby's International Realty,$17.23M,14,Scarsdale,NY
9487,Lisa Fox,Prominent Properties Sotheby's International Realty,$17.23M,25.5,Englewood Cliffs,NJ
9488,Christine De Vivo,CENTURY 21 Judge Fite Company,$17.23M,57,Rockwall,TX
9489,Christy Howey,Corcoran HM Properties,$17.23M,17,Charlotte,NC
9490,Laurie Fox,Coldwell Banker Realty,$17.23M,31,Lakewood Ranch,FL
9491,Genelle Thomas,Better Homes and Gardens Real Estate Gwin Realty,$17.23M,38,Crossville,TN
9492,Linnea Johnson,Keller Williams Realty Alaska Group,$17.22M,41,Kodiak,AK
9493,Ravinder Sood,Berkshire Hathaway HomeServices California Properties,$17.22M,23,Northridge,CA
9494,Jeremy Larsen,Berkshire Hathaway HomeServices PenFed Realty Texas,$17.22M,34,Dallas,TX
9495,David Newton,Coldwell Banker Realty,$17.22M,29,Oakland,CA
9496,Mary Beth Davidson,William Raveis,$17.22M,10,Duxbury,MA
9497,Pam Thistle,"Berkshire Hathaway HomeServices Fox & Roach, REALTORS®",$17.22M,24,Philadelphia,PA
9498,Lavada Burroughs McIntyre,CENTURY 21 BE3,$17.22M,48.3,Madeira Beach,FL
9499,Jeffrey Jellison,CENTURY 21 Atlantic Realty,$17.22M,14.8,York,ME
9500,Kari Ann Kent,Keller Williams Realty,$17.22M,22,Wayne,PA
9501,Lynnette Kling,Coldwell Banker Realty,$17.22M,12.9,Greenbrae,CA
9502,Peter Vece,Golden Gate Sotheby's International Realty,$17.21M,6,San Carlos,CA
9503,Jennifer Price,Berkshire Hathaway HomeServices EWM Realty,$17.21M,30,Miami,FL
9504,Rebecca Turner,Greenwood King Properties,$17.21M,25,Houston,TX
9505,Yael Zakut,Compass,$17.21M,14,Princeton,NJ
9506,Laura Hess,Corcoran,$17.21M,16,Brooklyn,NY
9507,Lauretta Fogg,Coldwell Banker M.M. Parrish Realtors,$17.21M,24,Gainesville,FL
9508,Kim Douglas,Coldwell Banker Realty,$17.21M,19,Boston,MA
9509,Kelly Nelson,Ebby Halliday Companies - Williams Trew,$17.21M,19,Fort Worth,TX
9510,Christine Lecompte Price,Keller Williams St. Pete Realty,$17.21M,18,Saint Petersburg,FL
9511,Jason Pacheco,CENTURY 21 Premier Agency,$17.21M,39,Lincoln,RI
9512,Patti Cohn,Compass,$17.21M,13,Larkspur,CA
9513,John Frangeskos,Corcoran,$17.21M,8,Southampton,NY
9514,Lea Van Schaack,LIV Sotheby's International Realty,$17.21M,9,Denver,CO
9515,Deanna Wright,Kuper Sotheby's International Realty,$17.21M,27.6,San Antonio,TX
9516,Laurie Brennan,LIV Sotheby's International Realty,$17.21M,7.3,Castle Rock,CO
9517,Patty Smith,Coldwell Banker Realty,$17.21M,26.3,Alexandria,VA
9518,Lynn Westbrook,eXp Realty,$17.20M,33,El Paso,TX
9519,Jumana Mahmoud,Redfin,$17.20M,22,Arlington,VA
9520,Chad Estes,Coldwell Banker Bain,$17.20M,25.5,Portland,OR
9521,Steven DeGreeff,Keller Williams Realty Integrity Northwest,$17.20M,41,Elk River,MN
9522,Christian Fussell,Compass,$17.20M,23,Fort Worth,TX
9522,Debra Solomon Pendleton,Brown Harris Stevens,$17.20M,7,New York,NY
9522,Mike Testa,"Sotheby's International Realty, Inc.",$17.20M,2.5,Los Olivos,CA
9525,Janice Huston,Desert Sotheby's International Realty,$17.20M,8,Indian Wells,CA
9526,Sandra Harvey,Better Homes and Gardens Real Estate Metro Brokers,$17.20M,33.8,Villa Rica,GA
9527,Christine Lies,ReeceNichols Real Estate,$17.20M,37,Kansas City,MO
9528,Lisa Wiggins,"Coldwell Banker Apex, Realtors",$17.19M,20,Flower Mound,TX
9529,Susanne Schmidt,Berkshire Hathaway HomeServices Montana Properties,$17.19M,28,Hamilton,MT
9530,Ann Meadows,RE/MAX of Cherry Creek Inc,$17.19M,29,Denver,CO
9531,Audrey Wentling,Coldwell Banker Realty,$17.19M,40,Lebanon,PA
9532,Adi Slifer,Slifer Smith & Frampton Real Estate,$17.19M,7,Vail,CO
9533,Jason Humpal,CENTURY 21 Elevated Real Estate,$17.19M,16,Fort Collins,CO
9534,Cristian Martinez,Redfin,$17.19M,35,Salem,OR
9535,Kerri Fowler,CENTURY 21 Dunagan Associates,$17.19M,45.5,Carlsbad,NM
9536,Doug Gribbel,Compass,$17.19M,11,Boston,MA
9537,Joan Caplis,Coldwell Banker Realty,$17.19M,4,Los Angeles,CA
9538,Joe Cummings,Engel & Völkers Missoula,$17.19M,31,Missoula,MT
9538,Joe Cummings,Engel & Völkers Missoula,$17.19M,31,Missoula,MT
9540,Sylvia Bentley,ERA King Real Estate,$17.18M,64,Anniston,AL
9541,Kate Wilkins,Compass,$17.18M,17,Tahoe City,CA
9542,Heather Bailey,Coldwell Banker Realty,$17.18M,21,Morristown,NJ
9543,Agne Salgado,Redfin,$17.18M,27,Gaithersburg,MD
9544,Dianne Grippi,Residential Properties Ltd.,$17.18M,17,Jamestown,RI
9545,Tim Anderson,C3 Real Estate Solutions,$17.18M,26.5,Fort Collins,CO
9546,Aryana Oveissi,Christie's International Real Estate Group,$17.18M,19,Summit,NJ
9547,Sheri Holthaus,Las Vegas Sotheby's International Realty,$17.18M,20,Las Vegas,NV
9547,John Trudel,Maury People Sotheby's International Realty,$17.18M,4,Nantucket,MA
9549,Betty Angelucci,"Berkshire Hathaway HomeServices Fox & Roach, REALTORS®",$17.17M,21,Devon,PA
9550,Naveen Boyapati,HomeSmart (AZ),$17.17M,25,Scottsdale,AZ
9551,Rina Kunk,Compass,$17.17M,15,Chevy Chase,MD
9552,Rick Wesselhoff,Coldwell Banker Realty,$17.17M,17,Sedona,AZ
9553,Kristopher Chudzik,LPT Realty,$17.17M,41,Riverview,FL
9554,Jeremiah Glowski,Berkshire Hathaway HomeServices Kee Realty,$17.17M,45,New Baltimore,MI
9555,Dave Moreno,Redfin,$17.17M,37,Chicago,IL
9556,Peter Cowperthwaite,Golden Gate Sotheby's International Realty,$17.17M,4,Menlo Park,CA
9557,Peggy Micco-Koning,Douglas Elliman,$17.17M,6.3,Las Vegas,NV
9558,Susan W Wires,Compass,$17.17M,3,Manhattan,NY
9559,Jacqueline Wheelwright,Legacy Properties Sotheby's International Realty,$17.17M,15.9,Camden,ME
9560,Kevin Novotny,Keller Williams Hudson Valley Realty North,$17.17M,26,New City,NY
9561,Gill Mara (R),Redfin,$17.17M,25,Honolulu,HI
9562,Ian Veling,Keller Williams Realty Platinum,$17.17M,35,Garner,NC
9563,Joshua Shelton,Better Homes and Gardens Real Estate The Masiello Group,$17.16M,16,Bar Harbor,ME
9564,Rick Richker,@properties Christie's International Real Estate,$17.16M,16,Glencoe,IL
9564,Jessica Leale,"Berkshire Hathaway HomeServices Fox & Roach, REALTORS®",$17.16M,13,Robbinsville,NJ
9566,Michelle Braunschweig,Richardson Sotheby's International Realty,$17.16M,14.3,San Luis Obispo,CA
9567,Julia Whitmer,Windermere Signature Properties,$17.16M,27,Davis,CA
9568,Elizabeth Warren,Keller Williams Realty Portland Central,$17.16M,36,Welches,OR
9569,Paula Pickett,Coldwell Banker Realty,$17.16M,23.8,Marblehead,MA
9570,Annu Lakhat,Redfin,$17.16M,12,Fremont,CA
9571,Stephanie Ellis,Compass,$17.16M,23,Philadelphia,PA
9572,Tami McGuirt,"Sotheby's International Realty, Inc.",$17.16M,3,Los Angeles,CA
9573,Joanie Hynes,eXp Realty,$17.16M,28,Grasonville,MD
9574,Ruth Boyer O'Dea,TTR Sotheby's International Realty,$17.16M,10.8,Washington,DC
9575,Shlomo Meisels,EXIT Realty Venture,$17.16M,16.5,Monroe,NY
9576,David Duskee,HUNT Real Estate ERA,$17.16M,61,Liverpool,NY
9577,Theresa Wagner,Keller Williams Realty North Atlanta,$17.16M,35,Alpharetta,GA
9578,"Richard Maiella, Jr.",Howard Hanna Real Estate,$17.16M,81,New Castle,PA
9579,David Smith,Coldwell Banker Realty,$17.15M,26.5,Alexandria,VA
9580,Dan Hendel,Coldwell Banker Realty,$17.15M,13,San Francisco,CA
9581,Jackie Suarez,CENTURY 21 RiverStone,$17.15M,20.3,Sandpoint,ID
9582,Christina McGeough,Coldwell Banker Realty,$17.15M,9.5,Chatham,NJ
9583,Zana Dillard,Atlanta Fine Homes Sotheby's International Realty,$17.15M,18.5,Atlanta,GA
9584,Melissa Reed,"Berkshire Hathaway HomeServices McLemore & Co., Realty",$17.15M,30,Collierville,TN
9585,Jon Worley,Levin Rinke Realty,$17.14M,17,Pensacola,FL
9586,Jennifer Montoya,Coldwell Banker Realty,$17.14M,34,Colorado Springs,CO
9587,Vic Musmanno,Coldwell Banker Schmitt Real Estate Co.,$17.14M,17.3,Key West,FL
9588,Michelle Silverman,William Raveis,$17.14M,9,Boca Raton,FL
9589,Caroline Bourgeault,HomeSmart Preferred Realty,$17.14M,58,Pueblo,CA
9590,Sheila Tinn-Murphy,Berkshire Hathaway Homeservices New England Properties,$17.14M,19.1,Madison,CT
9591,Andrew Allen,Compass,$17.14M,26,Morristown,NJ
9592,Matthew Welch,RE/MAX Paradise,$17.14M,18,Orange Beach,AL
9593,Derek House,Redfin,$17.14M,24,Auburn,WA
9594,Joyce Shin,John L. Scott Sunset Corridor,$17.14M,24,Beaverton,OR
9595,Deanne Stott,CENTURY 21 Masters,$17.13M,27,Murrieta,CA
9596,Ryan Ciambriello,Houlihan Lawrence,$17.13M,20,Greenwich,CT
9597,Crystal Rui Ping Zheng,KW Executive,$17.13M,17,Alhambra,CA
9598,Arturo Pino,Coldwell Banker Realty,$17.13M,12,Coral Gables,FL
9599,Alexandra Fielding,TTR Sotheby's International Realty,$17.13M,17.4,Arlington,VA
9600,Mike Grayson,Compass,$17.13M,13.5,Franklin,TN
9601,Jessica Cazares,eXp Realty,$17.13M,17,Dallas,TX
9602,Lida Honary,HomeSmart Realty West,$17.13M,16,Carlsbad,CA
9602,Randi Robinowitz,Julia B. Fee Sotheby's International Realty,$17.13M,16.5,Rye,NY
9604,James Kuttner,RE/MAX Professionals,$17.13M,42,Glendale,AZ
9605,Jana Shore,Berkshire Hathaway HomeServices Nevada Properties,$17.13M,18,Las Vegas,NV
9606,T.P. Kennedy,"Alex MacWilliam, Inc",$17.13M,10.5,Vero Beach,FL
9607,Alina Davis,Coldwell Banker Schmitt Real Estate Co.,$17.13M,17.8,Islamorada,FL
9608,Valeria Amarante,CENTURY 21 Scala Group,$17.13M,40,Bridgeport,CT
9609,Cindy Poremski,Berkshire Hathaway HomeServices PenFed Realty,$17.13M,30,Berlin,MD
9610,Rossy Figueroa,Berkshire Hathaway HomeServices Real Time Realty,$17.12M,29,Salinas,CA
9611,Barbara Moutenot,Compass,$17.12M,13,Nashville,TN
9612,Ravi Jagtiani,Intero Real Estate Services,$17.12M,18.3,San Carlos,CA
9613,Joan Capaldi,Julia B. Fee Sotheby's International Realty,$17.12M,17,Larchmont,NY
9614,Eugene Lowe,Howard Hanna Rand Realty,$17.12M,29.7,Wayne,NJ
9615,Emily Kim,eXp Realty,$17.12M,26,Englewood Cliffs,NJ
9616,Hap Pomerantz,The Keyes Company,$17.12M,24.8,Coral Springs,FL
9617,Kathryn Baxter,Callaway Henderson Sotheby's International Realty,$17.12M,21.1,Princeton,NJ
9618,Patricia Rogers,Compass,$17.11M,10,San Francisco,CA
9619,Michael Balog,Howard Hanna Real Estate Services,$17.11M,39,Aurora,OH
9620,Jennifer Oukrust,Compass,$17.11M,33.5,Hinsdale,IL
9621,Mark Meissner,ERA Landmark Real Estate,$17.11M,17.5,Bozeman,MT
9622,Karen Treacy,Howard Hanna Rand Realty,$17.11M,10.6,Livingston,NJ
9623,Tracy Rossi,Glacier Sotheby's International Realty,$17.11M,6.5,Whitefish,MT
9624,Rebecca Taylor,Berkshire Hathaway HomeServices Georgia Properties,$17.11M,26,Peachtree City,GA
9625,Bill Anderson,Coldwell Banker Realty,$17.11M,3,Newport Beach,CA
9626,Sarah Rothstein,Berkshire Hathaway HomeServices Florida Network Realty,$17.10M,38,Fleming Island,FL
9627,Rebecca Flaherty,John L. Scott Spokane Liberty Lake,$17.10M,35.5,Liberty Lake,WA
9628,Shellie Kirby,Coldwell Banker Realty,$17.10M,8.3,Orinda,CA
9629,Melissa Barnes,Compass,$17.10M,8,Newport Beach,CA
9630,Eileen Belanger,CENTURY 21 At Your Service Realty,$17.10M,51,Lake Wales,FL
9631,Luke Broughton,Compass,$17.10M,6,Greenwich,CT
9632,Sharmane Medaris,Real Broker,$17.10M,25,Fairfax,VA
9633,Betsy Silverman,Coldwell Banker Realty,$17.10M,20,Princeton Junction,NJ
9634,Danielle Brinson,Keller Williams Coastal Virginia Chesapeake,$17.10M,30,Chesapeake,VA
9635,Helen Stubbmann,Corcoran,$17.09M,7.5,Montauk,NY
9636,James Kerby,Douglas Elliman,$17.09M,7.5,Brooklyn,NY
9637,Jeannette Hitchcock,RE/MAX Solutions,$17.09M,32,Hampstead,MD
9638,Elizabeth Partida,eXp Realty,$17.09M,21,Brentwood,CA
9639,Pam Begley,Coldwell Banker Best Homes,$17.09M,27,Port Ludlow,WA
9640,Adrienne Hennes,RE/MAX Realty Professionals,$17.09M,34,Greenville,SC
9641,Deborah Day,"Sotheby's International Realty, Inc.",$17.09M,15,Santa Fe,NM
9642,Sunil Gogikari,Keller Williams Realty Silicon City,$17.09M,12,San Jose,CA
9643,Jill Graumann,RE/MAX Property Place,$17.09M,105,Altus,OK
9644,Katie French,Coldwell Banker Realty,$17.09M,27.8,Avon,CT
9644,Gary Fitzgibbon,RE/MAX Gateway,$17.09M,24,Fairfax,VA
9646,Mike Lefton,RE/MAX One,$17.08M,20,Simi Valley,CA
9647,Verner Dixon,HomeSmart Realty West,$17.08M,10,Carlsbad,CA
9648,Jen Pedersen,Coldwell Banker Distinctive Properties,$17.08M,28,Grand Junction,CO
9649,Rhonda Garrison,RE/MAX Key Properties,$17.08M,22,Bend,OR
9650,Tano Holmes,CENTURY 21 Milestone Team Realty,$17.08M,36,Jamaica,NY
9651,Deodata Cammilleri,"Howard Hanna WNY, Inc.",$17.08M,27,East Amherst,NY
9652,Amy Bair,Howard Hanna Real Estate,$17.08M,21,Pittsburgh,PA
9653,Karen Wilson,Cascade Hasson Sotheby's International Realty,$17.08M,8.5,Bend,OR
9654,Scott Van Son,Berkshire Hathaway HomeServices Laffey International Realty,$17.08M,11,Huntington,NY
9655,Kurt Bogart,Endless Summer Realty,$17.08M,33,Saint Augustine,FL
9656,Miranda Ferris,Miranda & Keith | Madrona Residential Real Estate,$17.07M,22,Bellingham,WA
9657,Cody Garcia,The Agency,$17.07M,10,Malibu,CA
9658,Alex Pinz,RE/MAX Action First,$17.07M,21,Tampa,FL
9659,Carolyn Bauerschlag,Keller Williams Premier Realty,$17.07M,32,Katy,TX
9660,Nancy Laslo,KW Innovate,$17.07M,30,Wilmington,NC
9661,Kunny Brothers,CENTURY 21 The Realty Group,$17.07M,57,Greenville,NC
9662,Mark Gibson,Coldwell Banker Realty,$17.07M,27,Mooresville,NC
9663,Brett Bonner,eXp Realty,$17.06M,30,Puyallup,WA
9664,Chelsey Graves,Coldwell Banker Tomlinson,$17.06M,34,Spokane,WA
9665,Josh Mothner,Coldwell Banker Schmitt Real Estate Co.,$17.06M,9.9,Marathon,FL
9666,Kirsten Conover,Berkshire Hathaway HomeServices Georgia Properties,$17.06M,25,Atlanta,GA
9667,Pamm Seago-Peterlin,CENTURY 21 Seago,$17.06M,30,Tempe,AZ
9668,Summer Funkhouser-Berg,Keller Williams Realty Atlanta Partners,$17.06M,34.5,Suwanee,GA
9669,Karen Gradington,Redfin,$17.05M,34,Las Vegas,NV
9670,Kim Norton,Kentwood Real Estate,$17.05M,9.8,Denver,CO
9671,Grant Cockrell,RE/MAX All Stars,$17.05M,70,Daleville,VA
9672,Felix Fooks,"Rodeo Realty, Inc",$17.05M,8,Los Angeles,CA
9673,Donna Lomenzo,Coldwell Banker M&D Good Life,$17.05M,26.7,Wading River,NY
9674,Adam Rivera,Kuper Sotheby's International Realty,$17.05M,16.9,San Antonio,TX
9675,Shawnna Sullivan,Coldwell Banker Realty,$17.05M,13.7,Palo Alto,CA
9676,Michael Makris,Corcoran McEnearney,$17.05M,26,Alexandria,VA
9676,Ashley Guarcello,Smith & Associates Real Estate,$17.05M,5,Tampa,FL
9678,Laurie Scherer,KW Innovations,$17.05M,22,Boynton Beach,FL
9679,Kelley Decowski,RE/MAX of Stuart,$17.05M,40,Stuart,FL
9680,Ralph Milito,@properties Christie's International Real Estate,$17.05M,34,Park Ridge,IL
9681,Masih Tanin,John L. Scott Kent North,$17.05M,28.5,Kent,WA
9682,Lisa Winn,Maury People Sotheby's International Realty,$17.05M,5,Nantucket,MA
9682,Amin Arikat,Redfin,$17.05M,23,Brentwood,CA
9684,Kim Rabito Show,Coldwell Banker Schmitt Real Estate Co.,$17.04M,15,Marathon,FL
9685,Emily Sower,"Washington Fine Properties, LLC",$17.04M,7,Washington,DC
9686,Jimmy Reed,Berkshire Hathaway HomeServices Da-Ly Realty,$17.04M,48,Grand Island,NE
9687,Doug Tammelin,Coldwell Banker Realty,$17.04M,38.3,Leominster,MA
9688,Miguel Diaz,Redfin,$17.04M,28,Big Bear Lake,CA
9689,Brian Holt,Keller Williams Raleigh,$17.04M,32,Raleigh,NC
9690,Josh Waxman,Long & Foster Real Estate,$17.04M,13.3,Washington,DC
9691,Bill Kelly,"Dunes Real Estate, Ltd",$17.04M,32,Hilton Head Island,SC
9692,Dame Cascone,CENTURY 21 AA Realty,$17.04M,23.5,Massapequa,NY
9693,Kenneth Avery,eXp Realty,$17.04M,20,Portland,OR
9694,Monica Molloy,TTR Sotheby's International Realty,$17.04M,10.2,Washington,DC
9695,Erika Luke,RE/MAX Gold,$17.04M,42,Clovis,CA
9696,Davia Lipscher,@properties Christie's International Real Estate,$17.04M,43,Chicago,IL
9697,Kris Forks,Kuper Sotheby's International Realty,$17.04M,17.4,Boerne,TX
9698,Melinda Dawes Ewing,"Sotheby's International Realty, Inc.",$17.04M,13,Houston,TX
9699,Kevin Prosser,Compass,$17.04M,9,Palm Desert,CA
9700,Kelly Barnes,Realty Executives of SWFL,$17.04M,20,Fort Myers,FL
9701,Alexander Smith,eXp Realty,$17.04M,11,Redondo Beach,CA
9702,Tori Atwell,The Agency,$17.03M,6.5,Los Altos,CA
9703,Leda Duif,Corcoran Sawyer Smith,$17.03M,14.6,Jersey City,NJ
9704,Peter Hunt,CENTURY 21 Action Plus Realty,$17.03M,31.4,Monroe,NJ
9705,Michael Shoaff,RE/MAX Hallmark Realty,$17.03M,18,Naples,FL
9706,Kristin O'Connor,Gulf to Bay Sotheby's International Realty,$17.03M,8.5,Boca Grande,FL
9706,Kimberly James,Houlihan Lawrence,$17.03M,9,Greenwich,CT
9708,Christine Gwinnup,LPT Realty,$17.03M,35,Loveland,CO
9709,Shane Lewandowski,John L. Scott Kent North,$17.03M,33.8,Kent,WA
9710,Greg Callaway,Berkshire Hathaway HomeServices Florida Realty,$17.03M,13,Fort Myers,FL
9711,Lisa Swint,Compass,$17.03M,39,Hendersonville,TN
9712,Susan O'Reilly,Corcoran McEnearney,$17.03M,14,McLean,VA
9713,Joy Jacobs,Keller Williams Realty La Mesa,$17.02M,8.5,Carmel,CA
9714,Cicily Sterling,The Agency,$17.02M,3,Carmel,CA
9715,Kim Coffer,NextHome Sally Love Real Estate,$17.02M,38.5,Wildwood,FL
9716,Jason Ellis,Madison & Company Properties,$17.02M,24.5,Greenwood Village,CO
9717,Lori Lockhart,Coldwell Banker Realty,$17.02M,17,Sarasota,FL
9718,Marietta Jemison,KW Metro Center - Arlington,$17.02M,25.8,Alexandria,VA
9719,Kathy B Good,Berkshire Hathaway HomeServices RW Towne Realty,$17.02M,21,Virginia Beach,VA
9720,Scott Wither,The Group Real Estate-Steamboat,$17.02M,15,Steamboat Springs,CO
9721,Stock Jonekos,Kentwood Real Estate,$17.02M,21,Denver,CO
9722,Adrianna Vallario,Compass,$17.02M,17,Alexandria,VA
9723,Sean Pennington,Redfin,$17.02M,25,Vancouver,WA
9724,Todd Sieger,Coldwell Banker Distinctive Properties,$17.02M,21,Durango,CO
9725,Tina Dinota,Julia B. Fee Sotheby's International Realty,$17.02M,20.5,Larchmont,NY
9726,Rod Windjue,Northland Sotheby's International Realty,$17.02M,26,Crosslake,MN
9727,Todd McLain,"RE/MAX Properties, Inc",$17.02M,25,Colorado Springs,CO
9728,Linh Pham,NextHome Excellence,$17.02M,38.5,Sarasota,FL
9729,Christina Tran,"Harry Norman, REALTORS®",$17.02M,31,Atlanta,GA
9730,Miriam Surtees,Coldwell Banker Realty,$17.02M,8,Long Beach,CA
9731,Margo Hass Klein,Compass,$17.01M,17,Tacoma,WA
9732,Lindy Goss,Baird & Warner,$17.01M,22,Evanston,IL
9733,Toni Bontrager,Berkshire Hathaway HomeServices Northern Indiana Real Estate,$17.01M,47,Elkhart,IN
9734,Robert Dees,Keller Williams Realty Bakersfield,$17.01M,39.9,Bakersfield,CA
9735,Martin Conroy,Sailfish Point Realty,$17.01M,7,Stuart,FL
9735,Deirdre DeVita,"Sotheby's International Realty, Inc.",$17.01M,13.8,Southampton,NY
9737,Karen Roth,RE/MAX Integrity Leaders,$17.01M,37,Centereach,NY
9738,Michael Baker,Corcoran HM Properties,$17.01M,13.7,Charlotte,NC
9738,Simon Timm,Coldwell Banker Realty,$17.01M,26,Annapolis,MD
9740,Eddie Halaby,Redfin,$17.01M,14,Los Angeles,CA
9741,Alan Levi,Berkshire Hathaway HomeServices Florida Realty,$17.01M,14,Naples,FL
9742,Alice Diambri Robinson,Realogics Sotheby's International Realty,$17.00M,5,Bellevue,WA
9743,Katy Brahler,RE/MAX Above & Beyond,$17.00M,33.5,Westlake,OH
9744,Shirley Wang,Berkshire Hathaway HomeServices RW Towne Realty,$17.00M,43,Newport News,VA
9745,Mary Marconi,Coldwell Banker Realty,$17.00M,45,Palm Harbor,FL
9746,Kevin Dietrich,The Group Real Estate-Steamboat,$17.00M,5,Steamboat Springs,CO
9747,Sue Martin,Coldwell Banker Realty,$17.00M,43,Saint Louis,MO
9748,Hazel Cardenas,Coldwell Banker Solano Pacific,$17.00M,30,Benicia,CA
9749,Gwen Harper,Briggs Freeman Sotheby's International Realty,$17.00M,23,Fort Worth,TX
9750,Greg Schoch,The Agency,$17.00M,3,Calabasas,CA
9750,Leah Steuer,Compass,$17.00M,1,Beverly Hills,CA
9750,Brandon Nava,Compass,$17.00M,25,Houston,TX
9750,Deborah Mara,RE/MAX Homeland Realtors,$17.00M,40,Freehold,NJ
9750,Melissa Olsen,Douglas Elliman,$17.00M,1,New York,NY
9755,Michelle Mills,RE/MAX Key Properties,$17.00M,16,Bend,OR
9756,Kristin Bodkin,Howard Hanna Real Estate Services,$17.00M,23,Brookhaven,NY
9757,Rose Marie Rice-Deadrich,Coldwell Banker Kappel Gateway Realty,$17.00M,34,Vacaville,CA
9758,Doug Nichols,Coldwell Banker Pacesetter Steel Realtors,$17.00M,31.4,Corpus Christi,TX
9759,Charlotte Dorion,"Berkshire Hathaway HomeServices Preferred, REALTORS®",$17.00M,20,New Orleans,LA
9760,Ann Dimascio,"Lamacchia Realty, Inc.",$17.00M,22,Waltham,MA
9761,Kristen Martin,"RE/MAX Of Boulder, Inc",$16.99M,20,Boulder,CO
9762,Maureen Vargas-Sullivan,Keller Williams Realty Fayetteville,$16.99M,60.8,Fayetteville,NC
9763,Bryan Crawford,Briggs Freeman Sotheby's International Realty,$16.99M,8.8,Dallas,TX
9764,Patricia Johnson,Coldwell Banker Vanguard Realty,$16.99M,25,Fleming Island,FL
9765,Emily Bray,Coldwell Banker Seaside Realty,$16.99M,25,Kitty Hawk,NC
9766,Jill Svenson,Coldwell Banker Realty,$16.99M,23,Englewood,CO
9767,Dianne Long,Napier Realtors ERA,$16.99M,23.8,Midlothian,VA
9768,Scott Price,Compass,$16.99M,9,Santa Monica,CA
9769,Vanessa Stroud,Redfin,$16.99M,26,Austin,TX
9770,Lori Rogers,KW Main Line,$16.99M,32,Ardmore,PA
9771,Jamie Bollinger,eXp Realty,$16.99M,25,Saint Cloud,FL
9772,Pete Diryawush,J.Peter Realtors,$16.99M,31,Modesto,CA
9773,Christina Flores,Redfin,$16.98M,32,Las Vegas,NV
9774,Jennifer Campbell-Overbeeke,Premier Sotheby's International Realty,$16.98M,23,Asheville,NC
9775,Sherry Sahlstrom,RE/MAX Eastside Brokers Inc,$16.98M,20,Bellevue,WA
9776,Zachary Miller,RE/MAX Excels,$16.98M,72,Loudon,TN
9777,Stephanie Dahlquist,RE/MAX West,$16.98M,56,North Muskegon,MI
